dictyBase ID	CRC64	Length	Database	Domain ID	Domain Name	Start	End	Score	Status	Date	InterPro ID	InterPro Name
DDB0231185	3F2DAEA23D46036C	1221	SMART	SM00498	Formin Homology	655	1104	  3.0E-68	T	18-MAY-13	IPR003104	Actin-binding FH2/DRF autoregulatory
DDB0231185	3F2DAEA23D46036C	1221	PFAM	PF06367	Drf_FH3	192	374	  2.8E-35	T	18-MAY-13	IPR010472	Diaphanous FH3
DDB0231185	3F2DAEA23D46036C	1221	PANTHER	PTHR23213:SF64	FORMIN, PUTATIVE (FORMIN B)	91	1218		T	18-MAY-13		
DDB0231185	3F2DAEA23D46036C	1221	PANTHER	PTHR23213	FORMIN-RELATED	91	1218		T	18-MAY-13		
DDB0231188	C1C16F09ED22EA64	1215	PANTHER	PTHR23213	FORMIN-RELATED	72	1211		T	18-MAY-13		
DDB0231188	C1C16F09ED22EA64	1215	PFAM	PF02181	FH2	566	865	  5.1E-66	T	18-MAY-13	IPR015425	Actin-binding FH2
DDB0231188	C1C16F09ED22EA64	1215	PFAM	PF02181	FH2	927	1011	  8.0E-08	T	18-MAY-13	IPR015425	Actin-binding FH2
DDB0231188	C1C16F09ED22EA64	1215	PANTHER	PTHR23213:SF8	GB DEF: DIAPHANOUS-RELATED FORMIN DDIA4	72	1211		T	18-MAY-13		
DDB0231188	C1C16F09ED22EA64	1215	PFAM	PF06367	Drf_FH3	204	373	  4.1E-17	T	18-MAY-13	IPR010472	Diaphanous FH3
DDB0231188	C1C16F09ED22EA64	1215	SMART	SM00498	Formin Homology	562	1130	  7.3E-41	T	18-MAY-13	IPR003104	Actin-binding FH2/DRF autoregulatory
DDB0231188	C1C16F09ED22EA64	1215	PROFILE	PS51444	FH2	561	1037	  6.0E+01	T	18-MAY-13	IPR015425	Actin-binding FH2
DDB0231188	C1C16F09ED22EA64	1215	SSF	SSF48371	ARM repeat	17	380	  6.4E-68	T	18-MAY-13	IPR016024	Armadillo-type fold
DDB0231188	C1C16F09ED22EA64	1215	SSF	SSF101447	Formin homology 2 domain (FH2 domain)	542	1031	  4.0E-88	T	18-MAY-13	IPR015425	Actin-binding FH2
DDB0231188	C1C16F09ED22EA64	1215	PROFILE	PS51232	GBD_FH3	9	379	  3.0E+01	T	18-MAY-13	IPR014768	GTPase-binding/formin homology 3
DDB0231188	C1C16F09ED22EA64	1215	PFAM	PF06371	Drf_GBD	10	197	  6.6E-50	T	18-MAY-13	IPR010473	Diaphanous GTPase-binding
DDB0231192	85A7CFAC1F0DD444	188	GENE3D	G3DSA:3.90.1180.10	G3DSA:3.90.1180.10	6	149	  4.5E-52	T	18-MAY-13	IPR023564	Ribosomal protein L13 domain
DDB0231192	85A7CFAC1F0DD444	188	PIRSF	PIRSF002181	Ribosomal protein, L13p/L13Aa/L16e/organellar L13 types	0	155	  2.7E-44	T	18-MAY-13	IPR005822	Ribosomal protein L13
DDB0231192	85A7CFAC1F0DD444	188	PANTHER	PTHR11545:SF3	60S RIBOSOMAL PROTEIN L13A	0	187	 7.3E-105	T	18-MAY-13	IPR005755	Ribosomal protein L13, eukaryotic/archaeal
DDB0231192	85A7CFAC1F0DD444	188	TIGRFAMs	TIGR01077	L13_A_E: ribosomal protein L13	6	149	  5.7E-53	T	18-MAY-13	IPR005755	Ribosomal protein L13, eukaryotic/archaeal
DDB0231192	85A7CFAC1F0DD444	188	SSF	SSF52161	Ribosomal protein L13	5	149	  3.6E-49	T	18-MAY-13	IPR023564	Ribosomal protein L13 domain
DDB0231192	85A7CFAC1F0DD444	188	PROSITE	PS00783	RIBOSOMAL_L13	83	107		T	18-MAY-13	IPR023563	Ribosomal protein L13, conserved site
DDB0231192	85A7CFAC1F0DD444	188	PFAM	PF00572	Ribosomal_L13	6	120	  6.5E-25	T	18-MAY-13	IPR005822	Ribosomal protein L13
DDB0231192	85A7CFAC1F0DD444	188	PANTHER	PTHR11545	RIBOSOMAL PROTEIN L13	0	187	 7.3E-105	T	18-MAY-13	IPR005822	Ribosomal protein L13
DDB0231196	4687BAF992763538	966	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	879	881	  9.4E-27	T	18-MAY-13		
DDB0231196	4687BAF992763538	966	GENE3D	G3DSA:1.25.40.20	G3DSA:1.25.40.20	264	334	  1.2E-04	T	18-MAY-13	IPR020683	Ankyrin repeat-containing domain
DDB0231196	4687BAF992763538	966	PANTHER	PTHR23257	SERINE-THREONINE PROTEIN KINASE	199	741	  3.3E-44	T	18-MAY-13		
DDB0231196	4687BAF992763538	966	SMART	SM00219	Tyrosine kinase, catalytic domain	458	731	  9.9E-06	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231196	4687BAF992763538	966	PROSITE	PS00108	PROTEIN_KINASE_ST	582	595		T	18-MAY-13	IPR008271	Serine/threonine-protein kinase, active site
DDB0231196	4687BAF992763538	966	SSF	SSF56112	Protein kinase-like (PK-like)	430	754	  2.3E-38	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231196	4687BAF992763538	966	SSF	SSF48403	Ankyrin repeat	237	331	  8.4E-07	T	18-MAY-13	IPR020683	Ankyrin repeat-containing domain
DDB0231196	4687BAF992763538	966	PROFILE	PS50011	PROTEIN_KINASE_DOM	458	739	  2.3E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231196	4687BAF992763538	966	SMART	SM00220	Serine/Threonine protein kinases, catalytic	458	739	  2.3E-12	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231196	4687BAF992763538	966	PFAM	PF00069	Pkinase	460	729	  1.5E-27	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231196	4687BAF992763538	966	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	461	574	  5.8E-07	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	PRINTS	PR00109	TYRKINASE	672	686	  3.8E-11	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	1020	1046	  7.6E-48	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	PROFILE	PS50081	ZF_DAG_PE_2	11	67	  1.0E+01	T	18-MAY-13	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol binding
DDB0231197	6ACB56C1A00BBBCB	1348	PROFILE	PS50011	PROTEIN_KINASE_DOM	598	854	  3.4E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	PROSITE	PS00108	PROTEIN_KINASE_ST	719	732		T	18-MAY-13	IPR008271	Serine/threonine-protein kinase, active site
DDB0231197	6ACB56C1A00BBBCB	1348	SMART	SM00220	Serine/Threonine protein kinases, catalytic	611	851	  8.3E-44	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231197	6ACB56C1A00BBBCB	1348	SMART	SM00219	Tyrosine kinase, catalytic domain	603	850	  3.6E-30	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	PFAM	PF07714	Pkinase_Tyr	611	848	  1.4E-49	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	PANTHER	PTHR23257	SERINE-THREONINE PROTEIN KINASE	32	1323	  1.2E-62	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	GENE3D	G3DSA:3.30.60.20	G3DSA:3.30.60.20	9	60	  3.4E-07	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	610	711	  1.2E-14	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	SSF	SSF81383	F-box domain	875	1187	  6.2E-08	T	18-MAY-13	IPR001810	F-box domain, cyclin-like
DDB0231197	6ACB56C1A00BBBCB	1348	SSF	SSF57889	Cysteine-rich domain	4	75	  5.9E-09	T	18-MAY-13		
DDB0231197	6ACB56C1A00BBBCB	1348	SSF	SSF56112	Protein kinase-like (PK-like)	570	873	  9.2E-68	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231197	6ACB56C1A00BBBCB	1348	PRINTS	PR00109	TYRKINASE	820	843	  3.8E-11	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	PRINTS	PR00109	TYRKINASE	713	732	  3.8E-11	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231197	6ACB56C1A00BBBCB	1348	PRINTS	PR00109	TYRKINASE	777	800	  3.8E-11	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231198	1E26895EECFC7BE0	1213	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	1022	1177	  5.8E-22	T	18-MAY-13		
DDB0231198	1E26895EECFC7BE0	1213	SMART	SM00219	Tyrosine kinase, catalytic domain	909	1178	  4.9E-06	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231198	1E26895EECFC7BE0	1213	SSF	SSF56112	Protein kinase-like (PK-like)	898	1199	  2.3E-32	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231198	1E26895EECFC7BE0	1213	PROFILE	PS50011	PROTEIN_KINASE_DOM	864	1182	  2.1E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231198	1E26895EECFC7BE0	1213	PROSITE	PS00108	PROTEIN_KINASE_ST	1030	1043		T	18-MAY-13	IPR008271	Serine/threonine-protein kinase, active site
DDB0231198	1E26895EECFC7BE0	1213	SMART	SM00220	Serine/Threonine protein kinases, catalytic	864	1182	  4.1E-11	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231198	1E26895EECFC7BE0	1213	PFAM	PF00069	Pkinase	947	1175	  3.8E-26	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231198	1E26895EECFC7BE0	1213	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	945	1022	  1.1E-07	T	18-MAY-13		
DDB0231198	1E26895EECFC7BE0	1213	PANTHER	PTHR23257	SERINE-THREONINE PROTEIN KINASE	69	1190	  5.9E-37	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	PRINTS	PR00109	TYRKINASE	1453	1467	  1.3E-10	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	SMART	SM00219	Tyrosine kinase, catalytic domain	1376	1629	  1.3E-63	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	PFAM	PF07714	Pkinase_Tyr	1377	1629	  4.2E-62	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	PFAM	PF02493	MORN	168	188	  3.6E-02	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	PFAM	PF02493	MORN	62	78	  7.1E+00	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	PFAM	PF02493	MORN	39	60	  4.4E+00	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	PANTHER	PTHR23257	SERINE-THREONINE PROTEIN KINASE	0	1629	  1.7E-98	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	1367	1443	  1.2E-21	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	GENE3D	G3DSA:2.20.110.10	G3DSA:2.20.110.10	161	196	  2.0E-10	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	1443	1629	  2.4E-52	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	SSF	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	32	219	  3.4E-08	T	18-MAY-13		
DDB0231199	FDF9B6C94DDD2F34	1635	SSF	SSF56112	Protein kinase-like (PK-like)	1338	1629	  1.4E-77	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231199	FDF9B6C94DDD2F34	1635	PROFILE	PS50011	PROTEIN_KINASE_DOM	1376	1634	  4.4E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	PROSITE	PS00108	PROTEIN_KINASE_ST	1495	1508		T	18-MAY-13	IPR008271	Serine/threonine-protein kinase, active site
DDB0231199	FDF9B6C94DDD2F34	1635	SMART	SM00698	Possible plasma membrane-binding motif in ju	166	188	  2.1E+00	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	SMART	SM00698	Possible plasma membrane-binding motif in ju	60	82	  8.6E-01	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	SMART	SM00698	Possible plasma membrane-binding motif in ju	37	60	  2.3E+01	T	18-MAY-13	IPR003409	MORN motif
DDB0231199	FDF9B6C94DDD2F34	1635	SMART	SM00220	Serine/Threonine protein kinases, catalytic	1376	1627	  1.6E-59	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231199	FDF9B6C94DDD2F34	1635	PRINTS	PR00109	TYRKINASE	1489	1508	  1.3E-10	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	PRINTS	PR00109	TYRKINASE	1599	1622	  1.3E-10	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231199	FDF9B6C94DDD2F34	1635	PRINTS	PR00109	TYRKINASE	1554	1577	  1.3E-10	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0231207	9466E1F32B864714	1305	SSF	SSF49599	TRAF domain-like	1021	1162	  4.3E-24	T	18-MAY-13	IPR008974	TRAF-like
DDB0231207	9466E1F32B864714	1305	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	22	110	  1.5E-06	T	18-MAY-13		
DDB0231207	9466E1F32B864714	1305	PFAM	PF00069	Pkinase	43	212	  4.2E-15	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231207	9466E1F32B864714	1305	PFAM	PF05725	FNIP	515	555	  2.6E-07	T	18-MAY-13	IPR008615	FNIP
DDB0231207	9466E1F32B864714	1305	PFAM	PF05725	FNIP	753	796	  2.0E-14	T	18-MAY-13	IPR008615	FNIP
DDB0231207	9466E1F32B864714	1305	SSF	SSF49599	TRAF domain-like	1175	1299	  4.3E-25	T	18-MAY-13	IPR008974	TRAF-like
DDB0231207	9466E1F32B864714	1305	PROFILE	PS50144	MATH	1171	1291	  2.6E+01	T	18-MAY-13	IPR002083	MATH
DDB0231207	9466E1F32B864714	1305	PROFILE	PS50144	MATH	1024	1154	  2.3E+01	T	18-MAY-13	IPR002083	MATH
DDB0231207	9466E1F32B864714	1305	PROFILE	PS50011	PROTEIN_KINASE_DOM	32	402	  2.7E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231207	9466E1F32B864714	1305	SMART	SM00220	Serine/Threonine protein kinases, catalytic	32	402	  3.7E-18	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231207	9466E1F32B864714	1305	SMART	SM00061	meprin and TRAF homology	1173	1272	  6.5E-06	T	18-MAY-13	IPR002083	MATH
DDB0231207	9466E1F32B864714	1305	SMART	SM00061	meprin and TRAF homology	1029	1135	  9.1E-02	T	18-MAY-13	IPR002083	MATH
DDB0231207	9466E1F32B864714	1305	PFAM	PF05725	FNIP	899	943	  7.5E-09	T	18-MAY-13	IPR008615	FNIP
DDB0231207	9466E1F32B864714	1305	PFAM	PF05725	FNIP	797	840	  1.1E-10	T	18-MAY-13	IPR008615	FNIP
DDB0231207	9466E1F32B864714	1305	PFAM	PF05725	FNIP	709	752	  3.6E-14	T	18-MAY-13	IPR008615	FNIP
DDB0231207	9466E1F32B864714	1305	PFAM	PF00069	Pkinase	320	402	  1.0E-04	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231207	9466E1F32B864714	1305	PANTHER	PTHR32134	FAMILY NOT NAMED	168	992	  3.1E-38	T	18-MAY-13		
DDB0231207	9466E1F32B864714	1305	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	302	410	  3.7E-29	T	18-MAY-13		
DDB0231207	9466E1F32B864714	1305	SSF	SSF56112	Protein kinase-like (PK-like)	18	404	  2.1E-37	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231208	33C00EA22C494C40	724	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	89	193	  8.5E-06	T	18-MAY-13		
DDB0231208	33C00EA22C494C40	724	PANTHER	PTHR32134	FAMILY NOT NAMED	78	689	  1.8E-24	T	18-MAY-13		
DDB0231208	33C00EA22C494C40	724	PFAM	PF05725	FNIP	300	342	  2.1E-05	T	18-MAY-13	IPR008615	FNIP
DDB0231208	33C00EA22C494C40	724	SSF	SSF56112	Protein kinase-like (PK-like)	26	282	  3.6E-18	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231208	33C00EA22C494C40	724	PROFILE	PS50011	PROTEIN_KINASE_DOM	32	276	  1.2E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231208	33C00EA22C494C40	724	SMART	SM00220	Serine/Threonine protein kinases, catalytic	32	267	  3.9E-05	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231208	33C00EA22C494C40	724	PFAM	PF05725	FNIP	544	585	  4.0E-08	T	18-MAY-13	IPR008615	FNIP
DDB0231208	33C00EA22C494C40	724	PFAM	PF05725	FNIP	384	424	  2.7E-10	T	18-MAY-13	IPR008615	FNIP
DDB0231208	33C00EA22C494C40	724	PFAM	PF05725	FNIP	342	385	  2.8E-07	T	18-MAY-13	IPR008615	FNIP
DDB0231208	33C00EA22C494C40	724	PFAM	PF00069	Pkinase	70	179	  3.2E-06	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231213	4E2F2595EB074B62	151	GENE3D	G3DSA:2.40.50.100	G3DSA:2.40.50.100	27	147	  6.9E-36	T	18-MAY-13		
DDB0231213	4E2F2595EB074B62	151	SSF	SSF51230	Single hybrid motif	21	150	  1.6E-27	T	18-MAY-13	IPR011053	Single hybrid motif
DDB0231213	4E2F2595EB074B62	151	PFAM	PF01597	GCV_H	27	147	  1.4E-32	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231213	4E2F2595EB074B62	151	PANTHER	PTHR11715:SF0	SUBFAMILY NOT NAMED	21	149	  5.5E-47	T	18-MAY-13		
DDB0231213	4E2F2595EB074B62	151	PANTHER	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	21	149	  5.5E-47	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231213	4E2F2595EB074B62	151	HAMAP	MF_00272	GcvH	23	147	  2.1E+01	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231214	345BD7B0162ABB98	150	GENE3D	G3DSA:2.40.50.100	G3DSA:2.40.50.100	22	143	  8.0E-34	T	18-MAY-13		
DDB0231214	345BD7B0162ABB98	150	HAMAP	MF_00272	GcvH	18	142	  2.0E+01	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231214	345BD7B0162ABB98	150	PANTHER	PTHR11715:SF0	SUBFAMILY NOT NAMED	13	149	  1.7E-46	T	18-MAY-13		
DDB0231214	345BD7B0162ABB98	150	SSF	SSF51230	Single hybrid motif	16	145	  4.2E-28	T	18-MAY-13	IPR011053	Single hybrid motif
DDB0231214	345BD7B0162ABB98	150	PFAM	PF01597	GCV_H	22	143	  2.1E-30	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231214	345BD7B0162ABB98	150	PANTHER	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	13	149	  1.7E-46	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231215	61C5F5215C431B92	164	GENE3D	G3DSA:2.40.50.100	G3DSA:2.40.50.100	21	159	  1.1E-23	T	18-MAY-13		
DDB0231215	61C5F5215C431B92	164	PANTHER	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	8	163	  1.4E-32	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231215	61C5F5215C431B92	164	PANTHER	PTHR11715:SF0	SUBFAMILY NOT NAMED	8	163	  1.4E-32	T	18-MAY-13		
DDB0231215	61C5F5215C431B92	164	PFAM	PF01597	GCV_H	48	158	  1.1E-13	T	18-MAY-13	IPR002930	Glycine cleavage H-protein
DDB0231215	61C5F5215C431B92	164	SSF	SSF51230	Single hybrid motif	14	163	  8.0E-17	T	18-MAY-13	IPR011053	Single hybrid motif
DDB0231216	7CF36204084B8A2F	1432	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	1115	1285	  4.6E-36	T	18-MAY-13		
DDB0231216	7CF36204084B8A2F	1432	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	909	1115	  6.7E-18	T	18-MAY-13		
DDB0231216	7CF36204084B8A2F	1432	PFAM	PF06479	Ribonuc_2-5A	1284	1418	  9.2E-07	T	18-MAY-13	IPR010513	KEN domain
DDB0231216	7CF36204084B8A2F	1432	SMART	SM00219	Tyrosine kinase, catalytic domain	986	1261	  7.7E-08	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231216	7CF36204084B8A2F	1432	PFAM	PF00069	Pkinase	989	1261	  9.4E-37	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231216	7CF36204084B8A2F	1432	PANTHER	PTHR13954	IRE1-RELATED	859	1422	   .0E+00	T	18-MAY-13		
DDB0231216	7CF36204084B8A2F	1432	SMART	SM00220	Serine/Threonine protein kinases, catalytic	986	1261	  9.2E-24	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231216	7CF36204084B8A2F	1432	PROFILE	PS51392	KEN	1263	1431	  1.9E+01	T	18-MAY-13	IPR010513	KEN domain
DDB0231216	7CF36204084B8A2F	1432	SSF	SSF56112	Protein kinase-like (PK-like)	959	1312	  6.4E-50	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231216	7CF36204084B8A2F	1432	PROFILE	PS50011	PROTEIN_KINASE_DOM	986	1261	  3.2E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231217	2D8B3444AD001E87	985	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	691	864	  2.9E-42	T	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	PANTHER	PTHR13954	IRE1-RELATED	4	984		T	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	GENE3D	G3DSA:2.140.10.10	G3DSA:2.140.10.10	133	240	  1.1E-06	T	18-MAY-13	IPR027295	Quinonprotein alcohol dehydrogenase-like domain
DDB0231217	2D8B3444AD001E87	985	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	578	654	  3.5E-15	T	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	PANTHER	PTHR13954:SF6	SUBFAMILY NOT NAMED	4	984		T	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	PFAM	PF06479	Ribonuc_2-5A	855	983	  3.2E-32	T	18-MAY-13	IPR010513	KEN domain
DDB0231217	2D8B3444AD001E87	985	PROFILE	PS51392	KEN	853	984	  3.2E+01	T	18-MAY-13	IPR010513	KEN domain
DDB0231217	2D8B3444AD001E87	985	PROFILE	PS50011	PROTEIN_KINASE_DOM	574	851	  3.7E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231217	2D8B3444AD001E87	985	PROSITE	PS00108	PROTEIN_KINASE_ST	717	730		T	18-MAY-13	IPR008271	Serine/threonine-protein kinase, active site
DDB0231217	2D8B3444AD001E87	985	SMART	SM00580	domain in protein kinases, N-glycanases and	915	971	  1.6E-10	T	18-MAY-13	IPR006567	PUG domain
DDB0231217	2D8B3444AD001E87	985	SMART	SM00564	beta-propeller repeat	198	230	  1.2E+01	T	18-MAY-13	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
DDB0231217	2D8B3444AD001E87	985	SMART	SM00564	beta-propeller repeat	150	184	  8.9E+01	T	18-MAY-13	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
DDB0231217	2D8B3444AD001E87	985	SMART	SM00564	beta-propeller repeat	29	62	  6.6E+01	T	18-MAY-13	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
DDB0231217	2D8B3444AD001E87	985	SMART	SM00220	Serine/Threonine protein kinases, catalytic	574	851	  1.3E-38	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0231217	2D8B3444AD001E87	985	SMART	SM00219	Tyrosine kinase, catalytic domain	574	851	  1.6E-10	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0231217	2D8B3444AD001E87	985	SSF	SSF56112	Protein kinase-like (PK-like)	558	882	  7.3E-60	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0231217	2D8B3444AD001E87	985	SSF	SSF50998	Quinoprotein alcohol dehydrogenase-like	33	762	  2.9E-08	T	18-MAY-13	IPR011047	Quinonprotein alcohol dehydrogenase-like superfamily
DDB0231217	2D8B3444AD001E87	985	TMHMM	tmhmm	transmembrane_regions	9	28		?	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	SignalP	SignalP-NN(euk)	signal-peptide	0	26		?	18-MAY-13		
DDB0231217	2D8B3444AD001E87	985	PFAM	PF00069	Pkinase	576	851	  5.9E-45	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0231218	AF126F821C858B45	404	GENE3D	G3DSA:2.40.30.110	G3DSA:2.40.30.110	317	402	  6.9E-22	T	18-MAY-13		
DDB0231218	AF126F821C858B45	404	GENE3D	G3DSA:3.30.1360.120	G3DSA:3.30.1360.120	170	267	  1.5E-55	T	18-MAY-13	IPR027266	GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1
DDB0231218	AF126F821C858B45	404	PIRSF	PIRSF006487	Predicted aminomethyltransferase	3	403	 1.1E-117	T	18-MAY-13	IPR006223	Glycine cleavage system T protein
DDB0231218	AF126F821C858B45	404	SSF	SSF103025	Folate-binding domain	21	313	  3.4E-86	T	18-MAY-13		
DDB0231218	AF126F821C858B45	404	SSF	SSF101790	Aminomethyltransferase beta-barrel domain	309	402	  1.7E-23	T	18-MAY-13		
DDB0231218	AF126F821C858B45	404	TIGRFAMs	TIGR00528	gcvT: glycine cleavage system T protein	23	397	 1.4E-111	T	18-MAY-13	IPR006223	Glycine cleavage system T protein
DDB0231218	AF126F821C858B45	404	PFAM	PF08669	GCV_T_C	298	393	  4.1E-21	T	18-MAY-13	IPR013977	Glycine cleavage T-protein, C-terminal barrel
DDB0231218	AF126F821C858B45	404	PFAM	PF01571	GCV_T	68	290	  3.9E-68	T	18-MAY-13	IPR006222	Glycine cleavage T-protein, N-terminal
